,date,ticker,field,value
88,2015-11-02,SPX Index,PX_LAST,2104.05
89,2015-11-03,SPX Index,PX_LAST,2109.79
90,2015-11-04,SPX Index,PX_LAST,2102.31
91,2015-11-05,SPX Index,PX_LAST,2099.93
92,2015-11-06,SPX Index,PX_LAST,2099.2
93,2015-11-09,SPX Index,PX_LAST,2078.58
94,2015-11-10,SPX Index,PX_LAST,2081.72
95,2015-11-11,SPX Index,PX_LAST,2075.0
96,2015-11-12,SPX Index,PX_LAST,2045.97
97,2015-11-13,SPX Index,PX_LAST,2023.04
98,2015-11-16,SPX Index,PX_LAST,2053.19
99,2015-11-17,SPX Index,PX_LAST,2050.44
100,2015-11-18,SPX Index,PX_LAST,2083.58
101,2015-11-19,SPX Index,PX_LAST,2081.24
102,2015-11-20,SPX Index,PX_LAST,2089.17
103,2015-11-23,SPX Index,PX_LAST,2086.59
104,2015-11-24,SPX Index,PX_LAST,2089.14
105,2015-11-25,SPX Index,PX_LAST,2088.87
106,2015-11-27,SPX Index,PX_LAST,2090.11
107,2015-11-30,SPX Index,PX_LAST,2080.41
108,2015-12-01,SPX Index,PX_LAST,2102.63
109,2015-12-02,SPX Index,PX_LAST,2079.51
110,2015-12-03,SPX Index,PX_LAST,2049.62
111,2015-12-04,SPX Index,PX_LAST,2091.69
112,2015-12-07,SPX Index,PX_LAST,2077.07
113,2015-12-08,SPX Index,PX_LAST,2063.59
114,2015-12-09,SPX Index,PX_LAST,2047.62
115,2015-12-10,SPX Index,PX_LAST,2052.23
116,2015-12-11,SPX Index,PX_LAST,2012.37
117,2015-12-14,SPX Index,PX_LAST,2021.94
118,2015-12-15,SPX Index,PX_LAST,2043.41
119,2015-12-16,SPX Index,PX_LAST,2073.07
120,2015-12-17,SPX Index,PX_LAST,2041.89
121,2015-12-18,SPX Index,PX_LAST,2005.55
122,2015-12-21,SPX Index,PX_LAST,2021.15
123,2015-12-22,SPX Index,PX_LAST,2038.97
124,2015-12-23,SPX Index,PX_LAST,2064.29
125,2015-12-24,SPX Index,PX_LAST,2060.99
126,2015-12-28,SPX Index,PX_LAST,2056.5
127,2015-12-29,SPX Index,PX_LAST,2078.36
128,2015-12-30,SPX Index,PX_LAST,2063.36
129,2015-12-31,SPX Index,PX_LAST,2043.94
130,2016-01-04,SPX Index,PX_LAST,2012.66
131,2016-01-05,SPX Index,PX_LAST,2016.71
132,2016-01-06,SPX Index,PX_LAST,1990.26
133,2016-01-07,SPX Index,PX_LAST,1943.09
134,2016-01-08,SPX Index,PX_LAST,1922.03
135,2016-01-11,SPX Index,PX_LAST,1923.67
136,2016-01-12,SPX Index,PX_LAST,1938.68
137,2016-01-13,SPX Index,PX_LAST,1890.28
138,2016-01-14,SPX Index,PX_LAST,1921.84
139,2016-01-15,SPX Index,PX_LAST,1880.33
140,2016-01-19,SPX Index,PX_LAST,1881.33
141,2016-01-20,SPX Index,PX_LAST,1859.33
142,2016-01-21,SPX Index,PX_LAST,1868.99
143,2016-01-22,SPX Index,PX_LAST,1906.9
144,2016-01-25,SPX Index,PX_LAST,1877.08
145,2016-01-26,SPX Index,PX_LAST,1903.63
146,2016-01-27,SPX Index,PX_LAST,1882.95
147,2016-01-28,SPX Index,PX_LAST,1893.36
148,2016-01-29,SPX Index,PX_LAST,1940.24
149,2016-02-01,SPX Index,PX_LAST,1939.38
150,2016-02-02,SPX Index,PX_LAST,1903.03
151,2016-02-03,SPX Index,PX_LAST,1912.53
152,2016-02-04,SPX Index,PX_LAST,1915.45
153,2016-02-05,SPX Index,PX_LAST,1880.05
154,2016-02-08,SPX Index,PX_LAST,1853.44
155,2016-02-09,SPX Index,PX_LAST,1852.21
156,2016-02-10,SPX Index,PX_LAST,1851.86
157,2016-02-11,SPX Index,PX_LAST,1829.08
158,2016-02-12,SPX Index,PX_LAST,1864.78
159,2016-02-16,SPX Index,PX_LAST,1895.58
160,2016-02-17,SPX Index,PX_LAST,1926.82
161,2016-02-18,SPX Index,PX_LAST,1917.83
162,2016-02-19,SPX Index,PX_LAST,1917.78
163,2016-02-22,SPX Index,PX_LAST,1945.5
164,2016-02-23,SPX Index,PX_LAST,1921.27
165,2016-02-24,SPX Index,PX_LAST,1929.8
166,2016-02-25,SPX Index,PX_LAST,1951.7
167,2016-02-26,SPX Index,PX_LAST,1948.05
168,2016-02-29,SPX Index,PX_LAST,1932.23
169,2016-03-01,SPX Index,PX_LAST,1978.35
170,2016-03-02,SPX Index,PX_LAST,1986.45
171,2016-03-03,SPX Index,PX_LAST,1993.4
172,2016-03-04,SPX Index,PX_LAST,1999.99
173,2016-03-07,SPX Index,PX_LAST,2001.76
174,2016-03-08,SPX Index,PX_LAST,1979.26
175,2016-03-09,SPX Index,PX_LAST,1989.26
176,2016-03-10,SPX Index,PX_LAST,1989.57
177,2016-03-11,SPX Index,PX_LAST,2022.19
178,2016-03-14,SPX Index,PX_LAST,2019.64
179,2016-03-15,SPX Index,PX_LAST,2015.93
180,2016-03-16,SPX Index,PX_LAST,2027.22
181,2016-03-17,SPX Index,PX_LAST,2040.59
182,2016-03-18,SPX Index,PX_LAST,2049.58
183,2016-03-21,SPX Index,PX_LAST,2051.6
184,2016-03-22,SPX Index,PX_LAST,2049.8
185,2016-03-23,SPX Index,PX_LAST,2036.71
186,2016-03-24,SPX Index,PX_LAST,2035.94
187,2016-03-28,SPX Index,PX_LAST,2037.05
188,2016-03-29,SPX Index,PX_LAST,2055.01
189,2016-03-30,SPX Index,PX_LAST,2063.95
190,2016-03-31,SPX Index,PX_LAST,2059.74
191,2016-04-01,SPX Index,PX_LAST,2072.78
192,2016-04-04,SPX Index,PX_LAST,2066.13
193,2016-04-05,SPX Index,PX_LAST,2045.17
194,2016-04-06,SPX Index,PX_LAST,2066.66
195,2016-04-07,SPX Index,PX_LAST,2041.91
196,2016-04-08,SPX Index,PX_LAST,2047.6
197,2016-04-11,SPX Index,PX_LAST,2041.99
198,2016-04-12,SPX Index,PX_LAST,2061.72
199,2016-04-13,SPX Index,PX_LAST,2082.42
200,2016-04-14,SPX Index,PX_LAST,2082.78
201,2016-04-15,SPX Index,PX_LAST,2080.73
202,2016-04-18,SPX Index,PX_LAST,2094.34
203,2016-04-19,SPX Index,PX_LAST,2100.8
204,2016-04-20,SPX Index,PX_LAST,2102.4
205,2016-04-21,SPX Index,PX_LAST,2091.48
206,2016-04-22,SPX Index,PX_LAST,2091.58
207,2016-04-25,SPX Index,PX_LAST,2087.79
208,2016-04-26,SPX Index,PX_LAST,2091.7
209,2016-04-27,SPX Index,PX_LAST,2095.15
210,2016-04-28,SPX Index,PX_LAST,2075.81
211,2016-04-29,SPX Index,PX_LAST,2065.3
212,2016-05-02,SPX Index,PX_LAST,2081.43
213,2016-05-03,SPX Index,PX_LAST,2063.37
214,2016-05-04,SPX Index,PX_LAST,2051.12
215,2016-05-05,SPX Index,PX_LAST,2050.63
216,2016-05-06,SPX Index,PX_LAST,2057.14
217,2016-05-09,SPX Index,PX_LAST,2058.69
218,2016-05-10,SPX Index,PX_LAST,2084.39
219,2016-05-11,SPX Index,PX_LAST,2064.46
220,2016-05-12,SPX Index,PX_LAST,2064.11
221,2016-05-13,SPX Index,PX_LAST,2046.61
222,2016-05-16,SPX Index,PX_LAST,2066.66
223,2016-05-17,SPX Index,PX_LAST,2047.21
224,2016-05-18,SPX Index,PX_LAST,2047.63
225,2016-05-19,SPX Index,PX_LAST,2040.04
226,2016-05-20,SPX Index,PX_LAST,2052.32
227,2016-05-23,SPX Index,PX_LAST,2048.04
228,2016-05-24,SPX Index,PX_LAST,2076.06
229,2016-05-25,SPX Index,PX_LAST,2090.54
230,2016-05-26,SPX Index,PX_LAST,2090.1
231,2016-05-27,SPX Index,PX_LAST,2099.06
232,2016-05-31,SPX Index,PX_LAST,2096.96
233,2016-06-01,SPX Index,PX_LAST,2099.33
234,2016-06-02,SPX Index,PX_LAST,2105.26
235,2016-06-03,SPX Index,PX_LAST,2099.13
236,2016-06-06,SPX Index,PX_LAST,2109.41
237,2016-06-07,SPX Index,PX_LAST,2112.13
238,2016-06-08,SPX Index,PX_LAST,2119.12
239,2016-06-09,SPX Index,PX_LAST,2115.48
240,2016-06-10,SPX Index,PX_LAST,2096.07
